NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
1219,yogurt fruit lowfat w lo cal swtnr fort w vitamin d,105.0,4.86,0.909,1.41,18.6,2.9,152.0,0.07,16,133.0,194.0,58.0,0.82,1,1,1
1220,yogurt vanilla lofat 11 grams prot per 8 oz fort w vit d,85.0,4.93,0.806,1.25,13.8,13.8,171.0,0.07,16,135.0,219.0,66.0,0.83,0,1,0
1221,yogurt vanlem flav nonfat milk w lo-cal swtnr fort wvit d,43.0,3.86,0.116,0.18,7.5,7.5,143.0,0.12,13,109.0,177.0,59.0,0.67,0,1,0
1222,yogurt choc nonfat milk fort w vitamin d,112.0,3.53,0.0,0.0,23.53,14.97,88.0,0.42,40,166.0,339.0,135.0,1.13,0,1,0
1223,protein supp milk bsd muscle milk pdr,411.0,45.71,1.553,17.14,18.5,5.71,500.0,8.57,200,643.0,1129.0,329.0,7.14,0,0,0
1224,protein supp milk bsd muscle milk lt pdr,396.0,50.0,1.087,12.0,22.0,4.0,1200.0,12.0,280,700.0,840.0,250.0,10.0,1,1,0
1225,dulce de leche,315.0,6.84,4.534,7.35,55.35,49.74,251.0,0.17,22,193.0,350.0,129.0,0.79,0,1,0
1226,egg sub liq or frz fat free,48.0,10.0,0.0,0.0,2.0,2.0,73.0,1.98,15,72.0,213.0,199.0,0.98,1,1,1
1227,cheese dry white queso seco,325.0,24.51,13.718,24.35,2.04,0.55,661.0,0.18,27,475.0,116.0,1808.0,3.28,1,0,0
1228,cheese frsh queso fresco,299.0,18.09,12.94,23.82,2.98,2.32,566.0,0.2,24,385.0,129.0,751.0,2.58,1,0,0
1229,cheese white queso blanco,310.0,20.38,13.661,24.31,2.53,1.76,690.0,0.18,29,467.0,126.0,704.0,3.06,1,0,0
1230,milk bttrmlk fluid whl,62.0,3.21,1.899,3.31,4.88,4.88,115.0,0.03,10,85.0,135.0,105.0,0.38,1,1,1
1231,yogurt vanilla flavor lowfat milk swtnd w lo cal swtnr,86.0,4.93,0.752,1.25,13.8,5.43,171.0,0.07,16,135.0,219.0,66.0,0.83,0,1,0
1235,yogurt frz flavors not choc nonfat milk w low-calorie swtnr,104.0,4.4,0.488,0.8,19.7,12.61,159.0,0.04,40,129.0,339.0,81.0,0.49,0,1,0
1236,ice crm soft serve choc,222.0,4.1,7.46,13.0,22.2,21.16,131.0,0.21,12,116.0,177.0,61.0,0.52,0,0,0
1237,ice crm bar or stk choc covered,331.0,4.1,13.202,24.1,24.5,18.3,119.0,0.29,28,173.0,305.0,68.0,0.82,0,1,0
1238,ice crm sndwch,237.0,4.29,2.317,8.57,37.14,18.57,86.0,0.26,29,72.0,115.0,129.0,0.6,0,1,0
1239,ice crm cookie sndwch,240.0,3.7,1.663,7.4,39.6,21.3,73.0,1.1,16,54.0,68.0,162.0,0.32,0,1,0
1240,ice crm cone choc covered w nuts flavors other than choc,354.0,5.21,11.458,21.88,34.38,25.0,63.0,0.0,29,108.0,222.0,94.0,0.86,0,1,0
1241,ice crm sndwch made w lt ice crm vanilla,186.0,4.29,0.821,3.04,39.64,17.86,30.0,0.09,10,26.0,41.0,146.0,0.21,0,1,0
1242,ice crm sndwch vanilla lt no sugar added,200.0,5.71,0.821,2.86,42.86,6.58,86.0,0.0,10,26.0,41.0,164.0,0.21,0,1,0
1243,fat free ice crm no sugar added flavors other than choc,129.0,4.41,0.0,0.0,27.94,8.82,147.0,0.0,9,75.0,196.0,110.0,0.31,0,1,0
1244,milk dssrt bar frz made from lowfat milk,147.0,4.41,0.81,1.47,33.09,22.06,184.0,0.53,20,83.0,316.0,92.0,0.43,0,1,0
1250,nutritional supp for people w diabetes liq,88.0,4.4,0.232,3.08,11.88,2.64,110.0,1.98,44,110.0,176.0,92.0,1.65,1,1,1
1251,cheese mexican blend,358.0,23.54,17.027,28.51,1.75,1.23,659.0,0.59,25,438.0,85.0,338.0,3.01,1,0,0
1252,cheese product past process american vitamin d fort,307.0,16.09,12.931,23.06,8.85,6.24,1375.0,0.95,34,768.0,295.0,1279.0,2.21,0,0,0
1253,cheese past process american wo added vitamin d,371.0,18.13,18.057,31.79,3.7,2.26,1045.0,0.63,26,641.0,132.0,1671.0,2.49,1,0,0
1254,cheese fd past process american wo added vitamin d,330.0,16.86,15.057,25.63,8.56,5.59,682.0,0.26,27,438.0,255.0,1441.0,2.31,0,0,0
1255,egg whl raw frz salted past,138.0,10.97,3.178,10.07,0.83,0.07,55.0,1.71,9,186.0,128.0,3663.0,1.3,1,0,0
1256,yogurt greek pln nonfat,59.0,10.19,0.117,0.39,3.6,3.24,110.0,0.07,11,135.0,141.0,36.0,0.52,1,1,1
1258,egg white dried stabilized glucose red,357.0,84.08,0.118,0.32,4.51,0.0,101.0,0.18,82,104.0,884.0,1299.0,0.13,1,0,0
1259,cheese sprd american or cheddar chs base red fat,176.0,13.41,5.647,8.88,10.71,7.06,557.0,0.36,27,931.0,250.0,1102.0,1.81,0,0,0
1260,cheese cheddar red fat,309.0,27.35,12.602,20.41,4.06,0.26,761.0,0.12,27,520.0,63.0,628.0,4.44,1,0,0
1263,ice crm lt soft serve choc,141.0,3.36,2.349,3.69,23.15,19.46,134.0,0.6,36,113.0,207.0,64.0,0.67,0,1,0
1264,ice crm bar stk or nugget w crunch coating,358.0,2.11,17.895,25.26,37.12,21.05,63.0,0.0,11,57.0,71.0,84.0,0.32,0,0,0
1265,cheese cheddar nonfat or fat free,157.0,32.14,0.0,0.0,7.14,0.0,893.0,0.0,16,484.0,66.0,1000.0,1.82,1,0,1
1266,cheese swiss nonfat or fat free,127.0,28.4,0.0,0.0,3.4,1.33,961.0,0.17,36,605.0,111.0,1000.0,3.9,1,0,1
1267,cheese mexican queso cotija,366.0,20.0,17.5,30.0,3.97,0.0,800.0,0.0,38,729.0,125.0,1400.0,3.87,1,0,0
1270,cheese cheddar sharp sliced,410.0,24.25,19.368,33.82,2.13,0.27,711.0,0.16,27,460.0,76.0,644.0,3.74,1,0,0
1271,cheese mozzarella lo moist part-skim shredded,304.0,23.63,11.472,19.72,8.06,2.24,716.0,0.23,29,537.0,131.0,682.0,3.61,1,0,0
1275,yogurt greek nonfat vanilla chobani,71.0,9.07,0.178,0.22,8.09,7.61,106.0,0.05,11,126.0,130.0,36.0,0.49,0,1,0
1276,yogurt greek strawberry dannon oikos,106.0,8.25,1.832,2.92,11.67,11.0,86.0,0.07,10,110.0,131.0,34.0,0.39,0,1,0
1278,yogurt greek nonfat vanilla dannon oikos,85.0,8.12,0.09,0.14,12.72,11.4,89.0,0.04,10,112.0,115.0,32.0,0.4,0,1,0
1280,yogurt greek nonfat strawberry dannon oikos,84.0,8.03,0.11,0.22,12.53,11.63,94.0,0.06,11,114.0,145.0,33.0,0.45,0,1,0
1281,yogurt greek nonfat strawberry chobani,80.0,8.03,0.103,0.12,11.62,10.86,99.0,0.12,10,112.0,124.0,33.0,0.44,0,1,0
1284,yogurt greek strawberry lowfat,103.0,8.17,1.599,2.57,11.89,11.23,88.0,0.07,10,109.0,129.0,33.0,0.41,0,1,0
1285,yogurt greek strawberry nonfat,82.0,8.05,0.105,0.15,12.07,11.27,97.0,0.09,10,113.0,132.0,33.0,0.45,0,1,0
1286,yogurt greek vanilla nonfat,78.0,8.64,0.133,0.18,10.37,9.54,99.0,0.04,10,119.0,123.0,34.0,0.46,0,1,0
1287,yogurt greek pln lowfat,73.0,9.95,1.23,1.92,3.94,3.56,115.0,0.04,11,137.0,141.0,34.0,0.6,1,1,1
1289,kefir lowfat pln lifeway,41.0,3.79,0.658,0.93,4.48,4.61,130.0,0.04,12,105.0,164.0,40.0,0.46,1,1,1
1290,kefir lowfat strawberry lifeway,62.0,3.39,0.533,0.9,10.2,9.21,119.0,0.04,11,96.0,154.0,37.0,0.44,0,1,0
1291,milk cnd evap wo vit a,107.0,6.67,1.204,2.0,15.74,6.67,267.0,0.19,24,203.0,303.0,100.0,0.77,0,1,0
1292,milk choc fat free w added vit a  vitamin d,67.0,3.39,0.0,0.0,13.46,9.32,127.0,0.27,13,101.0,182.0,110.0,0.41,0,1,0
1293,yogurt greek pln whl milk,97.0,9.0,2.395,5.0,3.98,4.0,100.0,0.0,11,135.0,141.0,35.0,0.52,1,1,1
1294,yogurt greek fruit whl milk,106.0,7.33,1.599,3.0,12.29,12.0,100.0,0.0,10,109.0,113.0,37.0,0.41,0,1,0
1295,yogurt vanilla non-fat,78.0,2.94,0.0,0.0,17.04,5.88,118.0,0.0,16,88.0,141.0,47.0,0.83,0,1,0
1297,yogurt greek vanilla lowfat,95.0,8.64,1.465,2.5,9.54,9.54,100.0,0.04,10,119.0,123.0,40.0,0.46,0,1,0
1298,yogurt frz flavors other than choc lowfat,139.0,8.0,1.509,2.5,21.0,21.0,200.0,0.0,7,62.0,108.0,45.0,0.19,0,1,0
1300,ice crm bar covered w choc  nuts,303.0,5.62,15.904,25.84,11.89,10.8,90.0,1.21,37,146.0,304.0,56.0,0.81,0,1,0
1301,ice crm sundae cone,254.0,3.0,2.717,14.0,28.89,21.26,60.0,0.36,20,128.0,204.0,115.0,0.56,0,1,0
1302,light ice crm creamsicle,165.0,1.54,1.813,3.08,32.75,18.46,62.0,0.0,12,84.0,174.0,46.0,0.66,0,1,0
1303,cream half  half lowfat,72.0,3.33,3.276,5.0,3.33,3.33,133.0,0.0,10,95.0,132.0,50.0,0.39,1,0,1
1305,milk choc lowfat red sugar,54.0,3.43,0.616,1.04,7.68,7.29,122.0,0.16,13,98.0,168.0,66.0,0.46,0,1,0
1306,ice crm lowfat no sugar added cone added pnuts  choc sau,265.0,5.33,6.598,9.33,40.01,10.67,133.0,0.48,65,143.0,213.0,113.0,1.06,0,1,0
2001,allspice ground,263.0,6.09,2.55,8.69,72.12,0.0,661.0,7.06,135,113.0,1044.0,77.0,1.01,0,1,0
2002,anise seed,337.0,17.6,0.586,15.9,50.02,0.0,646.0,36.96,170,440.0,1441.0,16.0,5.3,0,1,0
2003,spices basil dried,233.0,22.98,2.157,4.07,47.75,1.71,2240.0,89.8,711,274.0,2630.0,76.0,7.1,0,1,0
2004,spices bay leaf,313.0,7.61,2.28,8.36,74.97,0.0,834.0,43.0,120,113.0,529.0,23.0,3.7,0,1,0
2005,caraway seed,333.0,19.77,0.62,14.59,49.9,0.64,689.0,16.23,258,568.0,1351.0,17.0,5.5,0,1,0
2006,spices cardamom,311.0,10.76,0.68,6.7,68.47,0.0,383.0,13.97,229,178.0,1119.0,18.0,7.47,0,1,0
2007,celery seed,392.0,18.07,2.19,25.27,41.35,0.67,1767.0,44.9,440,547.0,1400.0,160.0,6.93,0,1,0
2008,chervil dried,237.0,23.2,0.169,3.9,49.1,0.0,1346.0,31.95,130,450.0,4740.0,83.0,8.8,0,1,0
2009,chili powder,282.0,13.46,2.462,14.28,49.7,7.19,330.0,17.3,149,300.0,1950.0,2867.0,4.3,0,0,0
2010,cinnamon ground,247.0,3.99,0.345,1.24,80.59,2.17,1002.0,8.32,60,64.0,431.0,10.0,1.83,0,1,0
2011,cloves ground,274.0,5.97,3.952,13.0,65.53,2.38,632.0,11.83,259,104.0,1020.0,277.0,2.32,0,1,0
2012,coriander leaf dried,279.0,21.93,0.115,4.78,52.1,7.27,1246.0,42.46,694,481.0,4466.0,211.0,4.72,0,1,0
2013,coriander seed,298.0,12.37,0.99,17.77,54.99,0.0,709.0,16.32,330,409.0,1267.0,35.0,4.7,0,1,0
2014,cumin seed,375.0,17.81,1.535,22.27,44.24,2.25,931.0,66.36,366,499.0,1788.0,168.0,4.8,0,1,0
2015,curry powder,325.0,14.29,1.648,14.01,55.83,2.76,525.0,19.1,255,367.0,1170.0,52.0,4.7,0,1,0
2016,dill seed,305.0,15.98,0.73,14.54,55.17,0.0,1516.0,16.33,256,277.0,1186.0,20.0,5.2,0,1,0
2017,dill weed dried,253.0,19.96,0.234,4.36,55.82,0.0,1784.0,48.78,451,543.0,3308.0,208.0,3.3,0,1,0
2018,fennel seed,345.0,15.8,0.48,14.87,52.29,0.0,1196.0,18.54,385,487.0,1694.0,88.0,3.7,0,1,0
2019,fenugreek seed,323.0,23.0,1.46,6.41,58.35,0.0,176.0,33.53,191,296.0,770.0,67.0,2.5,0,1,0
2020,garlic powder,331.0,16.55,0.249,0.73,72.73,2.43,79.0,5.65,77,414.0,1193.0,60.0,2.99,0,1,0
2021,ginger ground,335.0,8.98,2.599,4.24,71.62,3.39,114.0,19.8,214,168.0,1320.0,27.0,3.64,0,1,0
2022,mace ground,475.0,6.71,9.51,32.38,50.5,0.0,252.0,13.9,163,110.0,463.0,80.0,2.3,0,1,0
2023,marjoram dried,271.0,12.66,0.529,7.04,60.56,4.09,1990.0,82.71,346,306.0,1522.0,77.0,3.6,0,1,0
2024,spices mustard sd ground,508.0,26.08,1.989,36.24,28.09,6.79,266.0,9.21,370,828.0,738.0,13.0,6.08,0,1,0
2025,nutmeg ground,525.0,5.84,25.94,36.31,49.29,2.99,184.0,3.04,183,213.0,350.0,16.0,2.15,0,1,0
2026,onion powder,341.0,10.41,0.219,1.04,79.12,6.63,384.0,3.9,113,322.0,985.0,73.0,4.05,0,1,0
2027,spices oregano dried,265.0,9.0,1.551,4.28,68.92,4.09,1597.0,36.8,270,148.0,1260.0,25.0,2.69,0,1,0
2028,paprika,282.0,14.14,2.14,12.89,53.99,10.34,229.0,21.14,178,314.0,2280.0,68.0,4.33,0,1,0
2029,parsley dried,292.0,26.63,1.378,5.48,50.64,7.27,1140.0,22.04,400,436.0,2683.0,452.0,5.44,0,0,0
2030,pepper black,251.0,10.39,1.392,3.26,63.95,0.64,443.0,9.71,171,158.0,1329.0,20.0,1.19,0,1,0
2031,pepper red or cayenne,318.0,12.01,3.26,17.27,56.63,10.34,148.0,7.8,152,293.0,2014.0,30.0,2.48,0,1,0
2032,pepper white,296.0,10.4,0.626,2.12,68.61,0.0,265.0,14.31,90,176.0,73.0,5.0,1.13,0,1,0
2033,poppy seed,525.0,17.99,4.517,41.56,28.13,2.99,1438.0,9.76,347,870.0,719.0,26.0,7.9,1,1,0
2034,poultry seasoning,307.0,9.59,3.29,7.53,65.59,1.8,996.0,35.3,224,171.0,684.0,27.0,3.14,0,1,0
2035,pumpkin pie spice,342.0,5.76,6.53,12.6,69.28,7.76,682.0,19.71,136,118.0,663.0,52.0,2.37,0,1,0
2036,rosemary dried,331.0,4.88,7.371,15.22,64.06,0.0,1280.0,29.25,220,70.0,955.0,50.0,3.23,0,1,0
2037,saffron,310.0,11.43,1.586,5.85,65.37,0.0,111.0,11.1,264,252.0,1724.0,148.0,1.09,0,1,0
2038,sage ground,315.0,10.63,7.03,12.75,60.73,1.71,1652.0,28.12,428,91.0,1070.0,11.0,4.7,0,1,0
2039,savory ground,272.0,6.73,3.26,5.91,68.73,0.0,2132.0,37.88,377,140.0,1051.0,24.0,4.3,0,1,0
2041,spices tarragon dried,295.0,22.77,1.881,7.24,50.22,0.0,1139.0,32.3,347,313.0,3020.0,62.0,3.9,0,1,0
2042,spices thyme dried,276.0,9.11,2.73,7.43,63.94,1.71,1890.0,123.6,220,201.0,814.0,55.0,6.18,0,1,0
2043,turmeric ground,312.0,9.68,1.838,3.25,67.14,3.21,168.0,55.0,208,299.0,2080.0,27.0,4.5,0,1,0
2044,basil fresh,23.0,3.15,0.041,0.64,2.65,0.3,177.0,3.17,64,56.0,295.0,4.0,0.81,1,1,1
2045,dill weed frsh,43.0,3.46,0.06,1.12,7.02,0.0,208.0,6.59,55,66.0,738.0,61.0,0.91,1,1,1
2046,mustard prepared yellow,60.0,3.74,0.214,3.34,5.83,0.92,63.0,1.61,48,108.0,152.0,1104.0,0.64,1,0,1
2047,salt table,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.33,1,0.0,8.0,38758.0,0.1,1,0,1
2048,vinegar cider,21.0,0.0,0.0,0.0,0.93,0.4,7.0,0.2,5,8.0,73.0,5.0,0.04,1,1,1
2049,thyme frsh,101.0,5.56,0.467,1.68,24.45,0.0,405.0,17.45,160,106.0,609.0,9.0,1.81,1,1,1
2050,vanilla extract,288.0,0.06,0.01,0.06,12.65,12.65,11.0,0.12,12,6.0,148.0,9.0,0.11,0,1,0
2051,vanilla extract imitn alcohol,237.0,0.05,0.0,0.0,2.41,0.0,0.0,0.13,5,22.0,98.0,4.0,0.06,1,1,0
2052,vanilla extract imitn no alcohol,56.0,0.03,0.0,0.0,14.4,14.4,3.0,0.05,1,0.0,0.0,3.0,0.01,0,1,0
2053,vinegar distilled,18.0,0.0,0.0,0.0,0.04,0.04,6.0,0.03,1,4.0,2.0,2.0,0.01,1,1,1
2054,capers canned,23.0,2.36,0.233,0.86,4.89,0.41,40.0,1.67,33,10.0,40.0,2348.0,0.32,1,0,1
2055,horseradish prepared,48.0,1.18,0.09,0.69,11.29,7.99,56.0,0.42,27,31.0,246.0,420.0,0.83,0,0,0
2063,rosemary fresh,131.0,3.31,2.838,5.86,20.7,0.0,317.0,6.65,91,66.0,668.0,26.0,0.93,1,1,1
2064,peppermint fresh,70.0,3.75,0.246,0.94,14.89,0.0,243.0,5.08,80,73.0,569.0,31.0,1.11,1,1,1
2065,spearmint fresh,44.0,3.29,0.191,0.73,8.41,0.0,199.0,11.87,63,60.0,458.0,30.0,1.09,1,1,1
2066,spearmint dried,285.0,19.93,1.577,6.03,52.04,0.0,1488.0,87.47,602,276.0,1924.0,344.0,2.41,0,0,0
2068,vinegar red wine,19.0,0.04,0.0,0.0,0.27,0.0,6.0,0.45,4,8.0,39.0,8.0,0.03,1,1,1
2069,vinegar balsamic,88.0,0.49,0.0,0.0,17.03,14.95,27.0,0.72,12,19.0,112.0,23.0,0.08,0,1,0
2073,pace dry taco seas mix,188.0,0.0,0.0,0.0,56.29,18.76,0.0,6.75,0,0.0,0.0,8068.0,0.0,0,0,0
2074,seasoning mix dry sazon coriander  annatto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17000.0,0.0,1,0,1
2075,seasoning mix dry taco original,322.0,4.5,0.0,0.0,58.0,10.83,0.0,7.2,0,0.0,1000.0,7203.0,0.0,0,0,0
2076,seasoning mix dry chili original,335.0,10.82,0.0,7.3,56.56,8.67,0.0,3.9,0,0.0,0.0,4616.0,0.0,0,0,0
3000,clif z bar,409.0,5.55,2.721,9.72,74.72,30.56,444.0,2.7,82,244.0,333.0,375.0,1.15,0,0,0
3001,babyfood juc treats fruit medley todd,347.0,0.0,0.0,0.02,86.68,57.4,12.0,0.24,7,9.0,54.0,89.0,0.03,0,1,0
3002,babyfood meat bf str,81.0,12.03,1.18,2.52,2.43,0.0,5.0,0.98,11,93.0,187.0,41.0,2.22,1,1,1
3003,babyfood meat bf jr,81.0,12.03,1.18,2.52,2.43,0.0,5.0,0.98,11,93.0,187.0,41.0,2.22,1,1,1
3005,babyfood meat veal str,81.0,13.12,1.063,2.45,1.51,0.0,6.0,0.76,11,98.0,170.0,39.0,2.5,1,1,1
3007,babyfood meat pork str,124.0,14.0,2.4,7.1,0.0,0.0,5.0,1.0,10,94.0,223.0,42.0,2.27,1,1,1
3008,babyfood meat ham str,97.0,11.3,1.267,3.8,3.7,0.0,6.0,1.03,13,81.0,204.0,44.0,2.25,1,1,1
3009,babyfood meat ham junior,97.0,11.3,1.271,3.8,3.7,0.0,5.0,1.01,11,89.0,210.0,44.0,1.7,1,1,1
3010,babyfood meat lamb str,87.0,14.07,1.65,3.41,0.85,0.0,7.0,1.19,13,104.0,193.0,43.0,2.43,1,1,1
3011,babyfood meat lamb junior,112.0,15.2,2.56,5.2,0.0,0.0,7.0,1.66,10,91.0,211.0,42.0,2.6,1,1,1
3012,babyfood meat chick str,130.0,13.7,2.03,7.9,0.1,0.0,64.0,1.4,13,97.0,141.0,49.0,1.21,1,1,1
3013,babyfood meat chick jr,146.0,14.0,2.47,9.6,0.0,0.0,55.0,0.99,11,90.0,122.0,49.0,1.01,1,1,1
3014,babyfood meat chick stks jr,188.0,14.6,4.094,14.4,1.5,1.4,73.0,1.56,14,121.0,106.0,267.0,1.01,1,0,0
3015,babyfood meat turkey str,111.0,11.5,1.641,6.2,1.4,0.0,41.0,0.7,12,117.0,135.0,49.0,1.77,1,1,1
3016,babyfood meat turkey jr,111.0,11.5,1.641,6.2,1.4,0.0,41.0,0.7,12,117.0,135.0,49.0,1.77,1,1,1
3017,babyfood  meat  turkey sticks  junior,188.0,13.7,4.143,14.2,1.4,1.4,83.0,0.92,10,120.0,120.0,295.0,2.4,1,0,0
3019,babyfood snack gerber graduate fruit strips real fruit bars,330.0,0.82,0.364,2.24,76.61,68.65,18.0,1.05,9,23.0,312.0,14.0,0.14,0,1,0
3021,babyfood meat meat stks jr,184.0,13.4,5.82,14.6,1.1,0.8,34.0,1.38,11,103.0,114.0,267.0,1.9,1,0,0
3022,babyfood gerber 2nd foods appl carrot  squash organic,64.0,1.1,0.0,0.0,14.82,9.09,6.0,0.15,5,17.0,106.0,20.0,0.22,0,1,0
3023,babyfood finger snacks gerber graduates puffs appl  cinn,389.0,6.19,0.143,2.3,85.79,17.84,535.0,24.74,60,448.0,196.0,13.0,17.46,0,1,0
3024,babyfood h2o btld gerber wo added fluoride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
3025,babyfood gerber 3rd foods appl mango  kiwi,53.0,0.47,0.0,0.0,12.88,10.18,9.0,0.17,6,11.0,123.0,2.0,0.06,0,1,0
3026,babyfood tropical fruit medley,51.0,0.31,0.0,0.14,12.22,9.78,0.0,0.0,5,11.0,141.0,0.0,0.05,0,1,0
3041,babyfood dinner vegdumplingsbf str,48.0,2.0,0.0,0.9,7.7,0.0,14.0,0.39,6,28.0,46.0,49.0,0.4,1,1,1
3042,babyfood dinner vegdumplingsbf jr,48.0,2.1,0.0,0.8,8.0,0.0,14.0,0.47,7,29.0,47.0,52.0,0.33,1,1,1
3043,babyfood dinner bf lasagna todd,77.0,4.2,0.0,2.1,10.0,0.0,18.0,0.87,11,40.0,122.0,41.0,0.7,1,1,1
3044,babyfood dinner macaronitomatobf str,61.0,2.36,0.486,1.47,9.45,2.09,17.0,0.46,12,39.0,112.0,38.0,0.54,1,1,1
3045,babyfood dinner macaronitomatobf jr,59.0,2.5,0.411,1.1,9.4,2.43,14.0,0.36,7,44.0,72.0,35.0,0.36,1,1,1
3046,babyfood ravioli chs filled wtomato sau,99.0,3.6,0.96,2.2,16.3,0.59,54.0,0.8,7,56.0,32.0,282.0,0.35,1,1,1
3047,babyfood dinner bf noodle str,63.0,2.44,0.937,2.26,8.18,1.42,10.0,0.41,10,38.0,87.0,15.0,0.6,1,1,1
3048,babyfood macaronichs todd,82.0,3.5,1.53,2.6,11.2,0.79,102.0,0.6,9,81.0,18.0,112.0,0.43,1,1,1
3049,babyfood dinner bfrice todd,82.0,5.0,0.0,2.9,8.8,0.0,11.0,0.69,8,35.0,120.0,32.0,0.92,1,1,1
3050,babyfood dinner spaghettitomatomeat jr,68.0,2.57,0.543,1.37,11.42,2.72,15.0,0.53,11,35.0,122.0,30.0,0.53,1,1,1
3051,babyfood dinner spaghettitomatomeat todd,75.0,5.3,0.0,1.0,10.8,0.0,22.0,0.9,15,45.0,163.0,239.0,0.48,1,1,1
3052,babyfood dinner bf stew todd,51.0,5.1,0.58,1.2,5.5,1.39,9.0,0.72,11,44.0,142.0,106.0,0.87,1,1,1
3053,babyfood dinner vegbf str,77.0,2.21,0.87,3.6,8.84,2.34,17.0,0.35,10,33.0,145.0,31.0,0.38,1,1,1
3054,babyfood dinner vegbf jr,77.0,2.21,1.367,3.6,8.84,2.34,17.0,0.35,10,33.0,145.0,31.0,0.38,1,1,1
3055,babyfood dinner bf wveg,96.0,2.03,2.84,6.93,6.36,2.16,19.0,0.33,15,24.0,127.0,38.0,0.35,1,1,1
3059,babyfood dinner vegbacon str,69.0,1.92,1.063,2.95,8.81,1.77,14.0,0.3,10,28.0,116.0,49.0,0.3,1,1,1
3061,babyfood dinner vegham str,59.0,2.19,0.764,2.14,7.8,1.37,16.0,0.41,12,33.0,141.0,16.0,0.32,1,1,1
3062,babyfood dinner vegham jr,60.0,2.02,0.483,1.89,8.64,0.99,14.0,0.24,8,33.0,97.0,45.0,0.3,1,1,1
3066,babyfood dinner veglamb str,52.0,2.0,0.828,2.0,6.9,0.94,12.0,0.35,7,49.0,94.0,20.0,0.22,1,1,1
3067,babyfood dinner veglamb jr,51.0,2.1,0.696,1.7,7.1,0.94,13.0,0.34,7,49.0,95.0,13.0,0.22,1,1,1
3068,babyfood dinner chick noodle str,66.0,2.69,0.595,2.06,9.08,2.5,27.0,0.64,14,46.0,139.0,38.0,0.55,1,1,1
3069,babyfood dinner chick noodle jr,55.0,2.37,0.338,1.18,8.79,1.07,21.0,0.38,7,79.0,39.0,35.0,0.4,1,1,1
3070,babyfood dinner chick soup str,50.0,1.6,0.278,1.7,7.2,1.72,37.0,0.27,5,24.0,66.0,16.0,0.22,1,1,1
3072,babyfood  dinner  chick stew  todd,78.0,5.2,1.1,3.7,6.4,1.68,36.0,0.66,10,51.0,92.0,25.0,0.41,1,1,1
3073,babyfood dinner veg chick str,59.0,2.47,0.496,1.73,8.42,1.58,27.0,0.53,14,47.0,158.0,24.0,0.48,1,1,1
3075,babyfood dinner veg noodleschick str,63.0,2.0,0.0,2.5,7.9,0.0,28.0,0.35,10,31.0,55.0,20.0,0.25,1,1,1
3076,babyfood dinner veg noodleschick jr,64.0,1.7,0.0,2.2,9.1,0.0,26.0,0.49,11,33.0,59.0,26.0,0.32,1,1,1
3077,babyfood dinner pasta wveg,60.0,1.7,1.23,2.1,8.4,1.2,14.0,0.5,24,50.0,133.0,11.0,0.4,1,1,1
3079,babyfood dinner vegnoodlesturkey str,44.0,1.2,0.0,1.2,6.8,0.0,32.0,0.19,8,25.0,63.0,21.0,0.27,1,1,1
3081,babyfood dinner vegnoodlesturkey jr,52.0,1.8,0.0,1.5,7.6,0.0,32.0,0.26,9,29.0,73.0,17.0,0.3,1,1,1
3082,babyfood dinner turkeyrice str,52.0,2.27,0.338,1.24,7.94,1.66,18.0,0.29,8,34.0,91.0,19.0,0.4,1,1,1
3083,babyfood dinner turkey  rice jr,56.0,2.37,0.239,0.92,9.57,1.25,24.0,0.41,9,37.0,86.0,23.0,0.47,1,1,1
3084,babyfood dinner vegturkey str,48.0,2.32,0.236,0.9,7.62,1.54,27.0,0.37,13,44.0,102.0,20.0,0.7,1,1,1
3085,babyfood dinner vegturkey jr,53.0,1.72,0.485,1.74,7.55,1.36,16.0,0.36,9,32.0,98.0,45.0,0.3,1,1,1
3089,babyfood dinner macaronichs str,67.0,3.14,1.291,2.11,8.95,1.27,66.0,0.21,8,86.0,67.0,119.0,0.4,1,1,1
3090,babyfood dinner macaronichs jr,61.0,2.6,1.175,2.0,8.2,1.32,51.0,0.3,7,59.0,44.0,266.0,0.32,1,1,1
3091,babyfood veg grn bns str,27.0,1.2,0.039,0.17,6.29,1.88,39.0,0.67,20,41.0,146.0,7.0,0.22,1,1,1
3092,babyfood veg grn bns jr,24.0,1.2,0.023,0.1,5.8,1.08,65.0,1.08,22,19.0,128.0,5.0,0.19,1,1,1
3093,babyfood grn bns dices todd,29.0,1.2,0.044,0.2,5.7,1.06,27.0,0.4,19,22.0,116.0,37.0,0.1,1,1,1
3096,babyfood veg grn bnspotatoes,62.0,2.2,1.117,1.9,9.0,2.35,60.0,0.5,20,61.0,148.0,18.0,0.3,1,1,1
3098,babyfood veg beets str,34.0,1.3,0.016,0.1,7.7,6.09,14.0,0.32,14,14.0,182.0,83.0,0.12,0,1,0
